ID,texto_original,label,origen,plantilla_id,subclase,texto_modelo
V3-00156,Mañana tengo chamba desde temprano 💪,0,v3_emoji_benigno,emoji_benigno|benigno_💪,,Mañana tengo chamba desde temprano :bíceps_flexionado:
V3-00157,🪲 Fuera los migrantes de nuestro país,2,v3_emoji_clase2,emoji_clase2|emoji_🪲,Migrantes y grupos étnicos,:escarabajo: Fuera los migrantes de nuestro país
V3-00158,"Mejor callate, os1co",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Andá a trabajar, {t}",Insulto,"Mejor callate, os1co"
V3-00159,"No jodás más, cu*era",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Ya me hartaste, {t}",Insulto,"No jodás más, cu*era"
V3-00160,Uno de estos días lo van a qu3br4r esperame afuera,3,v3_amenaza_ofuscada,amenaza_ofuscada|Uno de estos días lo van a {v},Amenaza Directa,Uno de estos días lo van a qu3br4r esperame afuera
V3-00161,"Da asco verte, 4rrastr4da",2,v3_odio_ofuscado,"odio_ofuscado|Aquí no te queremos, {t}",Sexismo,"Da asco verte, 4rrastr4da"
V3-00162,Ya sabe que ya le pusieron precio a ese,3,v3_amenaza_eufemismo,amenaza_eufemismo|eufemismo_reportado,Amenaza Implícita,Ya sabe que ya le pusieron precio a ese
V3-00163,"Regresate de donde viniste, cukh3",2,v3_odio_ofuscado,"odio_ofuscado|Aquí no te queremos, {t}",Homofobia,"Regresate de donde viniste, cukh3"
V3-00164,Ese vergazooo otra vez,1,v3_ofensivo_ofuscado,ofensivo_ofuscado|Puro {t} el que escribió eso,Palabras obscenas,Ese vergazooo otra vez
V3-00165,Fuera los gordos de nuestro país 🐷,2,v3_emoji_clase2,emoji_clase2|emoji_🐷,Personas con sobrepeso,Fuera los gordos de nuestro país :cara_de_cerdo:
V3-00166,"Gente como vos sobra, 1nmigr4nte",2,v3_odio_ofuscado,"odio_ofuscado|Por gente como vos está así el país, {t}",Xenofobia,"Gente como vos sobra, 1nmigr4nte"
V3-00167,"Que se vayan los argentinos, dan asco",2,v3_odio_grupo,"odio_grupo|Que se vayan los {g}, {p}",Xenofobia,"Que se vayan los argentinos, dan asco"
V3-00168,"caramba, se me pasó la hora de la cita",0,v3_jerga_control,"jerga_control|{t}, se me pasó la hora de la cita",,"caramba, se me pasó la hora de la cita"
V3-00169,Trabajo con un nicaragüense muy responsable,0,v3_nacionalidad_notoxico,nacionalidad_notoxico|Trabajo con un {gs} muy responsable,,Trabajo con un nicaragüense muy responsable
V3-00170,"No respondo si lo llego a golpear y no es amenaza, es aviso",3,v3_amenaza_ofuscada,amenaza_ofuscada|No respondo si lo llego a {v},Amenaza Directa,"No respondo si lo llego a golpear y no es amenaza, es aviso"
V3-00171,"Andate a tu país, p4nd1llero",2,v3_odio_ofuscado,"odio_ofuscado|Por gente como vos está así el país, {t}",Xenofobia,"Andate a tu país, p4nd1llero"
V3-00172,El chero está bien tranquilo hoy,0,v3_jerga_notoxico,jerga_notoxico|El {t} está bien tranquilo hoy,,El chero está bien tranquilo hoy
V3-00173,"Qué pereza leerte, pij@",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Andate de aquí, {t}",Palabras obscenas,"Qué pereza leerte, pij@"
V3-00174,Vamos a ver al maje el domingo 👏,0,v3_emoji_benigno,emoji_benigno|benigno_👏,,Vamos a ver al maje el domingo :manos_aplaudiendo:
V3-00175,Estudié con dos compañeros indígenas,0,v3_nacionalidad_notoxico,nacionalidad_notoxico|Estudié con dos compañeros {g},,Estudié con dos compañeros indígenas
V3-00176,Prestame el chunche para el pasaje porfa,0,v3_jerga_notoxico,jerga_notoxico|Prestame el {t} para el pasaje porfa,,Prestame el chunche para el pasaje porfa
V3-00177,Ese alero me cae bien la verdad,0,v3_jerga_notoxico,jerga_notoxico|Ese {t} me cae bien la verdad,,Ese alero me cae bien la verdad
V3-00178,Vinieron unos indígenas a la actividad,0,v3_nacionalidad_notoxico,nacionalidad_notoxico|Vinieron unos {g} a la actividad,,Vinieron unos indígenas a la actividad
V3-00179,"Que lo vayan a b****r de una vez y no es amenaza, es aviso",3,v3_amenaza_ofuscada,amenaza_ofuscada|Que lo vayan a {v} de una vez,Amenaza Directa,"Que lo vayan a b****r de una vez y no es amenaza, es aviso"
V3-00180,"Mientras más centroamericanos llegan, peor está todo 🐒🇲🇽",2,v3_emoji_clase2,emoji_clase2|emoji_🐒🇲🇽,Latinoamericanos,"Mientras más centroamericanos llegan, peor está todo :mono: :bandera_méxico:"
V3-00181,"Volvé cuando aprendás, putita",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Ya cállese, {t}",Palabras obscenas,"Volvé cuando aprendás, putita"
V3-00182,Ese ya está rayado,3,v3_amenaza_eufemismo,amenaza_eufemismo|eufemismo_simple,Amenaza Implícita,Ese ya está rayado
V3-00183,"Gente como vos sobra, india",2,v3_odio_ofuscado,"odio_ofuscado|Regresate de donde viniste, {t}",Racismo,"Gente como vos sobra, india"
V3-00184,Voy a ir a fus1l4rte a tu casa anotalo,3,v3_amenaza_ofuscada,amenaza_ofuscada|Voy a ir a {v}te a tu casa,Amenaza Directa,Voy a ir a fus1l4rte a tu casa anotalo
V3-00185,Deberían fusil4r a todos esos,3,v3_amenaza_ofuscada,amenaza_ofuscada|Deberían {v} a todos esos,Amenaza Directa,Deberían fusil4r a todos esos
V3-00186,Prestame el guaro para el pasaje porfa,0,v3_jerga_notoxico,jerga_notoxico|Prestame el {t} para el pasaje porfa,,Prestame el guaro para el pasaje porfa
V3-00187,El jura está bien tranquilo hoy,0,v3_jerga_notoxico,jerga_notoxico|El {t} está bien tranquilo hoy,,El jura está bien tranquilo hoy
V3-00188,"Da asco verte, ch4pi4dor4",2,v3_odio_ofuscado,"odio_ofuscado|No perteneces aquí, {t}",Sexismo,"Da asco verte, ch4pi4dor4"
V3-00189,"Qué asco das, de5preciable",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|No sabés nada, {t}",Insulto,"Qué asco das, de5preciable"
V3-00190,Si lo vuelvo a ver lo voy a r3v3nt4r ya vas a ver,3,v3_amenaza_ofuscada,amenaza_ofuscada|Si lo vuelvo a ver lo voy a {v},Amenaza Directa,Si lo vuelvo a ver lo voy a r3v3nt4r ya vas a ver
V3-00191,"Otra vez vos, cholc0",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Mejor callate, {t}",Insulto,"Otra vez vos, cholc0"
V3-00192,"Sos lo peor que hay, m4ld1t0",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|No sabés nada, {t}",Tono agresivo,"Sos lo peor que hay, m4ld1t0"
V3-00193,"Qué haraqan, en serio",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Sos lo peor que hay, {t}",Insulto,"Qué haraqan, en serio"
V3-00194,Ya le tienen el hoyo cavado 🔪,3,v3_emoji_clase3,emoji_clase3|emoji_🔪,Individuo,Ya le tienen el hoyo cavado :cuchillo_de_cocina:
V3-00195,Ya quisiera a.p.u.ñ.a.l.a.r a ese maje,3,v3_amenaza_ofuscada,amenaza_ofuscada|Ya quisiera {v} a ese maje,Amenaza Directa,Ya quisiera a.p.u.ñ.a.l.a.r a ese maje
V3-00196,Que Dios los bendiga a todos 🙏,0,v3_emoji_benigno,emoji_benigno|benigno_🙏,,Que Dios los bendiga a todos :manos_en_oración:
V3-00197,Ya son demasiados negros en este país 🦶,2,v3_emoji_clase2,emoji_clase2|emoji_🦶,Personas racializadas,Ya son demasiados negros en este país :pie:
V3-00198,"Qué asco das, bicho m-i-c-o",1,v3_jerga_ofensivo,"jerga_ofensivo|Qué asco das, {t}",Insulto Directo,"Qué asco das, bicho m-i-c-o"
V3-00199,"Me da igual lo que digas, khakalin",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Ya cállese, {t}",Insulto,"Me da igual lo que digas, khakalin"
V3-00200,"Nadie te preguntó, desprekiable",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Nadie te preguntó, {t}",Insulto,"Nadie te preguntó, desprekiable"
V3-00201,"Odio a los brutos, son una plaga 😈📕",2,v3_emoji_clase2,emoji_clase2|emoji_😈📕,Personas con baja educación,"Odio a los brutos, son una plaga :cara_sonriendo_con_cuernos: :libro_cerrado:"
V3-00202,Un indígena siempre va a ser un problema,2,v3_odio_grupo,odio_grupo|Un {gs} siempre va a ser un problema,Xenofobia,Un indígena siempre va a ser un problema
V3-00203,Que lo vayan a t0rturar de una vez,3,v3_amenaza_ofuscada,amenaza_ofuscada|Que lo vayan a {v} de una vez,Amenaza Directa,Que lo vayan a t0rturar de una vez
V3-00204,"Por gente como vos está así el país, valieron verg",2,v3_odio_ofuscado,"odio_ofuscado|Aquí no te queremos, {t}",Xenofobia,"Por gente como vos está así el país, valieron verg"
V3-00205,"No perteneces aquí, gorrona",2,v3_odio_ofuscado,"odio_ofuscado|Regresate de donde viniste, {t}",Sexismo,"No perteneces aquí, gorrona"
V3-00206,"Qué asco das, jura cachudooo",1,v3_jerga_ofensivo,"jerga_ofensivo|Qué asco das, {t}",Insulto Directo,"Qué asco das, jura cachudooo"
V3-00207,"Ya me hartaste, kholco",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Nadie te preguntó, {t}",Insulto,"Ya me hartaste, kholco"
V3-00208,Le va a llegar su hora,3,v3_amenaza_eufemismo,amenaza_eufemismo|eufemismo_simple,Amenaza Implícita,Le va a llegar su hora
V3-00209,Qué vergón se ve el paisaje desde aquí 🍀,0,v3_emoji_benigno,emoji_benigno|benigno_🍀,,Qué vergón se ve el paisaje desde aquí :trébol_de_cuatro_hojas:
V3-00210,"Por gente como vos está así el país, mej1simi0",2,v3_odio_ofuscado,"odio_ofuscado|Da asco verte, {t}",Xenofobia,"Por gente como vos está así el país, mej1simi0"
V3-00211,"Mejor callate, ch1mvadas",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Qué {t}, en serio",Palabras obscenas,"Mejor callate, ch1mvadas"
V3-00212,"Que se vayan los nicaragüenses, son puro estorbo",2,v3_odio_grupo,"odio_grupo|Que se vayan los {g}, {p}",Xenofobia,"Que se vayan los nicaragüenses, son puro estorbo"
V3-00213,Ese cipote me cae bien la verdad,0,v3_jerga_notoxico,jerga_notoxico|Ese {t} me cae bien la verdad,,Ese cipote me cae bien la verdad
V3-00214,Saludos al mentiroso de mi parte,0,v3_jerga_control,jerga_control|Saludos al {t} de mi parte,,Saludos al mentiroso de mi parte
V3-00215,Puro eskori4 el que escribió eso,1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Me da igual lo que digas, {t}",Insulto,Puro eskori4 el que escribió eso
V3-00216,"Da asco verte, valieron v3rga",2,v3_odio_ofuscado,"odio_ofuscado|Regresate de donde viniste, {t}",Xenofobia,"Da asco verte, valieron v3rga"
V3-00217,"Odio a los 👨‍🌾🐒 indígenas, son escoria",2,v3_emoji_clase2,emoji_clase2|emoji_👨‍🌾🐒,Pueblos indígenas,"Odio a los :hombre: :espiga_de_arroz: :mono: indígenas, son escoria"
V3-00218,"Está bien chivo el lugar, se los recomiendo 🌮",0,v3_emoji_benigno,emoji_benigno|benigno_🌮,,"Está bien chivo el lugar, se los recomiendo :taco:"
V3-00219,Ahí le dejo el guaro que le debía,0,v3_jerga_notoxico,jerga_notoxico|Ahí le dejo el {t} que le debía,,Ahí le dejo el guaro que le debía
V3-00220,Ya son demasiados latinos en este país 🐒🇭🇳,2,v3_emoji_clase2,emoji_clase2|emoji_🐒🇭🇳,Latinoamericanos,Ya son demasiados latinos en este país :mono: :bandera_honduras:
V3-00221,"Vaya cerote, nos vemos mañana entonces",0,v3_jerga_notoxico,"jerga_notoxico|Vaya {t}, nos vemos mañana entonces",,"Vaya cerote, nos vemos mañana entonces"
V3-00222,"Ojalá te deporten, kvche",2,v3_odio_ofuscado,"odio_ofuscado|Aquí no te queremos, {t}",Homofobia,"Ojalá te deporten, kvche"
V3-00223,Qué rico estuvo el almuerzo de hoy ⚽,0,v3_emoji_benigno,emoji_benigno|benigno_⚽,,Qué rico estuvo el almuerzo de hoy :balón_de_fútbol:
V3-00224,"Ya me hartaste, p4sm4d0",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Eso es lo que sos, un {t}",Insulto,"Ya me hartaste, p4sm4d0"
V3-00225,"Que se vayan los hondureños, son mierda",2,v3_odio_grupo,"odio_grupo|Que se vayan los {g}, {p}",Xenofobia,"Que se vayan los hondureños, son mierda"
V3-00226,"Odio a los 😈📕 brutos, dan asco",2,v3_emoji_clase2,emoji_clase2|emoji_😈📕,Personas con baja educación,"Odio a los :cara_sonriendo_con_cuernos: :libro_cerrado: brutos, dan asco"
V3-00227,Está chivo el 👏 examen de mañana,0,v3_emoji_benigno,emoji_benigno|benigno_👏,,Está chivo el :manos_aplaudiendo: examen de mañana
V3-00228,"Sos lo peor que hay, m@mala",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Me da igual lo que digas, {t}",Palabras obscenas,"Sos lo peor que hay, m@mala"
V3-00229,Mirá al z0rr4 este,1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Nadie te preguntó, {t}",Insulto,Mirá al z0rr4 este
V3-00230,Avisale que que lo pongan a descansar de una vez,3,v3_amenaza_eufemismo,amenaza_eufemismo|eufemismo_reportado,Amenaza Implícita,Avisale que que lo pongan a descansar de una vez
V3-00231,Quedó chuco el trabajo que hicieron,0,v3_jerga_notoxico,jerga_notoxico|Quedó {t} el trabajo que hicieron,,Quedó chuco el trabajo que hicieron
V3-00232,"Está bien yuca el lugar, se los recomiendo",0,v3_jerga_notoxico,"jerga_notoxico|Está bien {t} el lugar, se los recomiendo",,"Está bien yuca el lugar, se los recomiendo"
V3-00233,"Todo bien con el 🌮 alero, no hay pleito",0,v3_emoji_benigno,emoji_benigno|benigno_🌮,,"Todo bien con el :taco: alero, no hay pleito"
V3-00234,"Nadie te preguntó, chucooo",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|No hablés de lo que no sabés, {t}",Insulto,"Nadie te preguntó, chucooo"
V3-00235,Estudié con dos compañeros peruanos,0,v3_nacionalidad_notoxico,nacionalidad_notoxico|Estudié con dos compañeros {g},,Estudié con dos compañeros peruanos
V3-00236,Buena suerte en el examen 😊,0,v3_emoji_benigno,emoji_benigno|benigno_😊,,Buena suerte en el examen :cara_feliz_con_ojos_sonrientes:
V3-00237,Los obesos son escoria y nadie lo dice 🐋,2,v3_emoji_clase2,emoji_clase2|emoji_🐋,Personas con sobrepeso,Los obesos son escoria y nadie lo dice :ballena:
V3-00238,"Que se vayan los indios, son puro estorbo 🪳",2,v3_emoji_clase2,emoji_clase2|emoji_🪳,Migrantes y grupos étnicos,"Que se vayan los indios, son puro estorbo :cucaracha:"
V3-00239,Los viejos son una plaga y nadie lo dice 👴💀,2,v3_emoji_clase2,emoji_clase2|emoji_👴💀,Adultos mayores,Los viejos son una plaga y nadie lo dice :anciano: :calavera:
V3-00240,"Callate ya, dezmadr3",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|No jodás más, {t}",Tono agresivo,"Callate ya, dezmadr3"
V3-00241,"Odio a los judíos, son una plaga 🙋‍♂️",2,v3_emoji_clase2,emoji_clase2|emoji_🙋‍♂️,Judíos,"Odio a los judíos, son una plaga :persona_con_la_mano_levantada: :signo_masculino:"
V3-00242,Está vergón el examen de mañana,0,v3_jerga_notoxico,jerga_notoxico|Está {t} el examen de mañana,,Está vergón el examen de mañana
V3-00243,"Otra vez vos, ma*ala",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Qué asco das, {t}",Palabras obscenas,"Otra vez vos, ma*ala"
V3-00244,La comida de los peruanos está buenísima,0,v3_nacionalidad_notoxico,nacionalidad_notoxico|La comida de los {g} está buenísima,,La comida de los peruanos está buenísima
V3-00245,"A ese hay que quem4rlo antes de que siga y no es amenaza, es aviso",3,v3_amenaza_ofuscada,amenaza_ofuscada|A ese hay que {v}lo antes de que siga,Amenaza Directa,"A ese hay que quem4rlo antes de que siga y no es amenaza, es aviso"
V3-00246,"cabal, qué bonito amaneció hoy",0,v3_jerga_notoxico,"jerga_notoxico|{t}, qué bonito amaneció hoy",,"cabal, qué bonito amaneció hoy"
V3-00247,"Ya me hartaste, estupid0",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Eso es lo que sos, un {t}",Insulto,"Ya me hartaste, estupid0"
V3-00248,Ningún venezolano debería estar aquí,2,v3_odio_grupo,odio_grupo|Ningún {gs} debería estar aquí,Xenofobia,Ningún venezolano debería estar aquí
V3-00249,El concierto estuvo increíble 😊,0,v3_emoji_benigno,emoji_benigno|benigno_😊,,El concierto estuvo increíble :cara_feliz_con_ojos_sonrientes:
V3-00250,Ese jura es mi mejor amigo desde la escuela,0,v3_jerga_notoxico,jerga_notoxico|Ese {t} es mi mejor amigo desde la escuela,,Ese jura es mi mejor amigo desde la escuela
V3-00251,Dejame el chibola sobre la mesa,0,v3_jerga_notoxico,jerga_notoxico|Dejame el {t} sobre la mesa,,Dejame el chibola sobre la mesa
V3-00252,"Mejor callate, f.a.s.i.s.t.a",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Qué {t}, en serio",Insulto,"Mejor callate, f.a.s.i.s.t.a"
V3-00253,Ese payaso es mi mejor amigo desde la escuela,0,v3_jerga_control,jerga_control|Ese {t} es mi mejor amigo desde la escuela,,Ese payaso es mi mejor amigo desde la escuela
V3-00254,"No jodás más, pipian",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Mejor callate, {t}",Insulto,"No jodás más, pipian"
V3-00255,"Voy a ir a c0lg4rte a tu casa y no es amenaza, es aviso",3,v3_amenaza_ofuscada,amenaza_ofuscada|Voy a ir a {v}te a tu casa,Amenaza Directa,"Voy a ir a c0lg4rte a tu casa y no es amenaza, es aviso"
V3-00256,"Gente como vos sobra, trompud",2,v3_odio_ofuscado,"odio_ofuscado|Da asco verte, {t}",Racismo,"Gente como vos sobra, trompud"
V3-00257,"Volvé cuando aprendás, cu*ero",1,v3_ofensivo_ofuscado,ofensivo_ofuscado|Ese {t} otra vez,Insulto,"Volvé cuando aprendás, cu*ero"
V3-00258,"Todo bien con el niño, no hay pleito",0,v3_jerga_control,"jerga_control|Todo bien con el {t}, no hay pleito",,"Todo bien con el niño, no hay pleito"
V3-00259,"Odio a los homosexuales, son escoria 🏳️‍🌈🤨",2,v3_emoji_clase2,emoji_clase2|emoji_🏳️‍🌈🤨,Personas LGBT,"Odio a los homosexuales, son escoria :bandera_blanca: :arcoíris: :cara_con_ceja_alzada:"
V3-00260,"Me da igual lo que digas, ezcoria",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|No hablés de lo que no sabés, {t}",Insulto,"Me da igual lo que digas, ezcoria"
V3-00261,Puro p3ndejos el que escribió eso,1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Qué pereza leerte, {t}",Insulto,Puro p3ndejos el que escribió eso
V3-00262,Los guatemaltecos traen unas recetas buenísimas,0,v3_nacionalidad_notoxico,nacionalidad_notoxico|Los {g} traen unas recetas buenísimas,,Los guatemaltecos traen unas recetas buenísimas
V3-00263,No quiero ni un peruano cerca de mi familia,2,v3_odio_grupo,odio_grupo|No quiero ni un {gs} cerca de mi familia,Xenofobia,No quiero ni un peruano cerca de mi familia
V3-00264,"Por gente como vos está así el país, p4razitar",2,v3_odio_ofuscado,"odio_ofuscado|Por gente como vos está así el país, {t}",Xenofobia,"Por gente como vos está así el país, p4razitar"
V3-00265,"Qué bayunco m-a-l-d-i-t-o, en serio",1,v3_jerga_ofensivo,"jerga_ofensivo|Qué {t}, en serio",Insulto Directo,"Qué bayunco m-a-l-d-i-t-o, en serio"
V3-00266,"Andate de aquí, m@ntenida",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Ya me hartaste, {t}",Insulto,"Andate de aquí, m@ntenida"
V3-00267,"Eso es lo que sos, un despreci@ble",1,v3_ofensivo_ofuscado,ofensivo_ofuscado|Sos un {t} y punto,Insulto,"Eso es lo que sos, un despreci@ble"
V3-00268,"Cerrá el hocico, chota c4khudo",1,v3_jerga_ofensivo,"jerga_ofensivo|Cerrá el hocico, {t}",Insulto Directo,"Cerrá el hocico, chota c4khudo"
V3-00269,Que lo pongan a descansar de una vez ⚰️,3,v3_emoji_clase3,emoji_clase3|emoji_⚰️,Personas enfermas,Que lo pongan a descansar de una vez :ataúd:
V3-00270,"Gente como vos sobra, terror1st4",2,v3_odio_ofuscado,"odio_ofuscado|Regresate de donde viniste, {t}",Xenofobia,"Gente como vos sobra, terror1st4"
V3-00271,Qué difícil te quedó la casa,0,v3_jerga_control,jerga_control|Qué {t} te quedó la casa,,Qué difícil te quedó la casa
V3-00272,"No sabés nada, s* la pica",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Ya me hartaste, {t}",Palabras obscenas,"No sabés nada, s* la pica"
V3-00273,"Sos lo peor que hay, tonta 🧟",1,v3_emoji_clase1,emoji_clase1|emoji_🧟,Colectivo político,"Sos lo peor que hay, tonta :zombi:"
V3-00274,Mi vecino es venezolano y es buena gente,0,v3_nacionalidad_notoxico,nacionalidad_notoxico|Mi vecino es {gs} y es buena gente,,Mi vecino es venezolano y es buena gente
V3-00275,"Me da igual lo que digas, m3diocre",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Qué {t}, en serio",Insulto,"Me da igual lo que digas, m3diocre"
V3-00276,"Ya cállese, pajer",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Ya me hartaste, {t}",Palabras obscenas,"Ya cállese, pajer"
V3-00277,"No perteneces aquí, 1ndi0",2,v3_odio_ofuscado,"odio_ofuscado|Aquí no te queremos, {t}",Racismo,"No perteneces aquí, 1ndi0"
V3-00278,"Me da igual lo que digas, ridikvlo",1,v3_ofensivo_ofuscado,ofensivo_ofuscado|Ese {t} otra vez,Insulto,"Me da igual lo que digas, ridikvlo"
V3-00279,Los pobres sobran en este país y nadie lo dice 🐀,2,v3_emoji_clase2,emoji_clase2|emoji_🐀,Migrantes y personas empobrecidas,Los pobres sobran en este país y nadie lo dice :rata:
V3-00280,"Andate de aquí, ch1mb4d4s",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Me da igual lo que digas, {t}",Palabras obscenas,"Andate de aquí, ch1mb4d4s"
