ID,Plataforma,fecha,Usuario_ID_Anonimizado,texto_original,texto_modelo,texto_agresivo,clase,label,subclase,Grupos_Afectados,Presencia_Sarcasmo,Presencia_Ironia,Contexto_Politico,n_chars,n_palabras,n_emojis,n_menciones,n_hashtags,n_jerga,origen,plantilla_id
1574,X,2026-05-24,USER_1574,"Poco a poco éstos hijosdelagranputa se estan cagando en todo y en todos, pero en su cerebro mierda lo mas fácil es echarle la culpa a los cadáveres quienes en vida fueron arena y el frente","Poco a poco éstos hijosdelagranputa se estan cagando en todo y en todos, pero en su cerebro mierda lo mas fácil es echarle la culpa a los cadáveres quienes en vida fueron arena y el frente",poco a poco estos hijosdelagranputa se estan cagando en todo y en todos pero en su cerebro mierda lo mas facil es echarle la culpa a los cadaveres quienes en vida fueron arena y el frente,Lenguaje Ofensivo,1,Insulto Directo,Grupos Políticos,NO,NO,SÍ,188,36,0,0,0,1,real,
1508,Facebook,2026-07-26,USER_1508,Para ahí van todos los nicas malparidos,Para ahí van todos los nicas malparidos,para ahi van todos los nicas malparidos,Discurso de Odio,2,Xenofobia,,NO,NO,SÍ,39,7,0,0,0,0,real,
42,X,2026-07-13,USER_042,"¿A ti no te gusta que te lleguen a tirar basura en tu casa, verdad? Pues no ensucies el hogar de los demás! #NoMasBasura #PlayasElSalvador #2MinuteChallenge @EtnyaSv @HMAGarside @USAmbSV @HMAGarside","¿A ti no te gusta que te lleguen a tirar basura en tu casa, verdad? Pues no ensucies el hogar de los demás! #NoMasBasura #PlayasElSalvador #2MinuteChallenge @usuario @usuario @usuario @usuario",a ti no te gusta que te lleguen a tirar basura en tu casa verdad pues no ensucies el hogar de los demas nomasbasura playaselsalvador minutechallenge usuario usuario usuario usuario,No Tóxico,0,,,NO,NO,NO,198,30,0,4,3,1,real,
SYN-1006,Facebook,,SINTETICO,No se puede esperar 👴💀 más de los viejos,No se puede esperar :anciano: :calavera: más de los viejos,no se puede esperar mas de los viejos,Discurso de Odio,2,Estigmatización cultural,,NO,NO,NO,40,9,2,0,0,0,sintetico_relleno_emoji,RELL-0126
1438,Facebook,2026-06-14,USER_1438,Una cosa es ser pendejo y otra es hablar pendejadas,Una cosa es ser pendejo y otra es hablar pendejadas,una cosa es ser pendejo y otra es hablar pendejadas,Lenguaje Ofensivo,1,Insulto Directo,Persona Individual,SÍ,SÍ,SÍ,51,10,0,0,0,1,real,
167,X,2026-07-13,USER_167,https:// youtu.be/D51LQ_1R-Xo?si =WLsJvq1NvaqhFp8T … En el lugar de #antiguo #cuscatlan ! #ElSalvador y sus #destinos con #magia … Qué hacer? Qué visitar? Vamos #vagando #turismo Gracias por tu apoyo,https:// youtu.be/D51LQ_1R-Xo?si =WLsJvq1NvaqhFp8T … En el lugar de #antiguo #cuscatlan ! #ElSalvador y sus #destinos con #magia … Qué hacer? Qué visitar? Vamos #vagando #turismo Gracias por tu apoyo,https youtu be d lq_ r xo si wlsjvq nvaqhfp t en el lugar de antiguo cuscatlan elsalvador y sus destinos con magia que hacer que visitar vamos vagando turismo gracias por tu apoyo,No Tóxico,0,,,NO,NO,NO,199,29,0,0,7,1,real,
59,X,2026-07-13,USER_059,"#DePaís | Estas son las actividades a desarrollarse este 6 de agosto, en el marco de las #FiestasAgostinas.","#DePaís | Estas son las actividades a desarrollarse este 6 de agosto, en el marco de las #FiestasAgostinas.",depais estas son las actividades a desarrollarse este de agosto en el marco de las fiestasagostinas,No Tóxico,0,,,NO,NO,NO,107,18,0,0,2,0,real,
1009,Facebook,2026-07-24,USER_1009,Vaya si pierden mañana no vayan a salir como en el primer partido de spana qué decían empata España de Cucurela,Vaya si pierden mañana no vayan a salir como en el primer partido de spana qué decían empata España de Cucurela,vaya si pierden manana no vayan a salir como en el primer partido de spana que decian empata espana de cucurela,No Tóxico,0,,,NO,NO,NO,111,21,0,0,0,0,real,
SYN-0760,X,,SINTETICO,Que lo pongan a descansar de una vez,Que lo pongan a descansar de una vez,que lo pongan a descansar de una vez,Amenazas/Violencia,3,Amenaza Implícita,,NO,NO,NO,36,8,0,0,0,0,sintetico_amenaza_ofuscada,AM-OFU-0130
218,X,2026-07-14,USER_218,"#DeportesSV | La selección nacional de fútbol playa de El Salvador está jugando su pase a cuartos de final con los ucranianos de BSC Vybir, en la Beach Soccer World Winners Cup 2024. Al cierre de la primera parte, El Salvador lleva un gol de ventaja. #Alghero #Mundo #BeachSoccer","#DeportesSV | La selección nacional de fútbol playa de El Salvador está jugando su pase a cuartos de final con los ucranianos de BSC Vybir, en la Beach Soccer World Winners Cup 2024. Al cierre de la primera parte, El Salvador lleva un gol de ventaja. #Alghero #Mundo #BeachSoccer",deportessv la seleccion nacional de futbol playa de el salvador esta jugando su pase a cuartos de final con los ucranianos de bsc vybir en la beach soccer world winners cup al cierre de la primera parte el salvador lleva un gol de ventaja alghero mundo beachsoccer,No Tóxico,0,,,NO,NO,NO,279,49,0,0,4,1,real,
1495,Facebook,2026-07-26,USER_1495,Ya salio la oposición hablando pura mierda malparidos. Presenten. Evidencias haver si las tienen,Ya salio la oposición hablando pura mierda malparidos. Presenten. Evidencias haver si las tienen,ya salio la oposicion hablando pura mierda malparidos presenten evidencias haver si las tienen,Lenguaje Ofensivo,1,Insulto Directo,,NO,NO,SÍ,96,14,0,0,0,1,real,
SYN-0817,X,,SINTETICO,Puro show barato el de esa gente 🥱,Puro show barato el de esa gente :cara_de_bostezo:,puro show barato el de esa gente,Lenguaje Ofensivo,1,Crítica Fuerte,,NO,NO,NO,34,8,1,0,0,0,sintetico_emoji_ofensivo,OF-EMO-0049
2129,Facebook,2026-06-27,USER_2129,Erick Monterroso Guatemala JAJAJAJ eso es un país o provincia de México ?,Erick Monterroso Guatemala JAJAJAJ eso es un país o provincia de México ?,erick monterroso guatemala jajajaj eso es un pais o provincia de mexico,No Tóxico,0,,Personas argentinas,SI,SI,NO,73,13,0,0,0,0,real,
SYN-0150,X,,SINTETICO,"Está bien vergón el lugar, se los recomiendo","Está bien vergón el lugar, se los recomiendo",esta bien vergon el lugar se los recomiendo,No Tóxico,0,,,NO,NO,NO,44,8,0,0,0,0,sintetico_jerga_notoxico,NT-JER-0025
1796,X,2026-06-07,USER_1796,Otro estupido que prefiere ver a El Salvador comiendo mierda y con 100 asesinatos al dia,Otro estupido que prefiere ver a El Salvador comiendo mierda y con 100 asesinatos al dia,otro estupido que prefiere ver a el salvador comiendo mierda y con asesinatos al dia,Lenguaje Ofensivo,1,Insulto Directo,Persona Individual,NO,NO,SÍ,88,16,0,0,0,3,real,
1607,X,2026-05-30,USER_1607,"Solo eres una bichita cagada que empieza su adultes. Si ahora te quejas así, en gobiernos anteriores teniendo un buen uso de la razón y no de una niña en pañales estuvieras con diarrea crónica de la cólera con los gobiernos anteriores. 🤣","Solo eres una bichita cagada que empieza su adultes. Si ahora te quejas así, en gobiernos anteriores teniendo un buen uso de la razón y no de una niña en pañales estuvieras con diarrea crónica de la cólera con los gobiernos anteriores. :cara_revolviéndose_de_la_risa:",solo eres una bichita cagada que empieza su adultes si ahora te quejas asi en gobiernos anteriores teniendo un buen uso de la razon y no de una nina en panales estuvieras con diarrea cronica de la colera con los gobiernos anteriores,Lenguaje Ofensivo,1,Insulto Directo,Persona Individual,SÍ,SÍ,SÍ,237,43,1,0,0,1,real,
1624,X,2026-05-30,USER_1624,"Come mierda vos cerote vos no servis pa ni mierda y esos 6,000 que te pagan cuesta ganarlo para que vos no hagas ni mierda.","Come mierda vos cerote vos no servis pa ni mierda y esos 6,000 que te pagan cuesta ganarlo para que vos no hagas ni mierda.",come mierda vos cerote vos no servis pa ni mierda y esos que te pagan cuesta ganarlo para que vos no hagas ni mierda,Lenguaje Ofensivo,1,Insulto Directo,Funcionarios Públicos,NO,NO,SÍ,123,25,0,0,0,2,real,
1471,Facebook,2026-06-14,USER_1471,Esas paginitas son de las mas lame huevos del presidente i dipurratas lo bloqueam de volada a uno cuamdo comenta algo en contra,Esas paginitas son de las mas lame huevos del presidente i dipurratas lo bloqueam de volada a uno cuamdo comenta algo en contra,esas paginitas son de las mas lame huevos del presidente i dipurratas lo bloqueam de volada a uno cuamdo comenta algo en contra,Lenguaje Ofensivo,1,Insulto Directo,Funcionarios Públicos,NO,NO,SÍ,127,23,0,0,0,0,real,
1523,Facebook,2026-07-26,USER_1523,Que coma mucha mierda,Que coma mucha mierda,que coma mucha mierda,Lenguaje Ofensivo,1,Palabras Obscenas,Persona Individual,NO,NO,NO,21,4,0,0,0,1,real,
2878,X,2026-06-17,USER_2878,A LA CAZA DE LOS INMIGRANTES DE MIERDA TENIAMOS QUE IR,A LA CAZA DE LOS INMIGRANTES DE MIERDA TENIAMOS QUE IR,a la caza de los inmigrantes de mierda teniamos que ir,Amenazas/Violencia,3,Incitación a la Violencia,Personas inmigrantes,NO,NO,NO,54,11,0,0,0,2,real,
2334,Facebook,2026-07-22,USER_2334,mejicanos = sin el culo sano,mejicanos = sin el culo sano,mejicanos sin el culo sano,Discurso de Odio,2,Xenofobia,Mexicanos,NO,NO,NO,28,6,0,0,0,2,real,
2671,X,2026-06-19,USER_2671,Argentinos rechiflan el himno de Inglaterra todo el tiempo y estos sudacas de mierda eran los que decían que México hizo eso con todos sus rivales,Argentinos rechiflan el himno de Inglaterra todo el tiempo y estos sudacas de mierda eran los que decían que México hizo eso con todos sus rivales,argentinos rechiflan el himno de inglaterra todo el tiempo y estos sudacas de mierda eran los que decian que mexico hizo eso con todos sus rivales,Discurso de Odio,2,Xenofobia,Personas latinoamericanas,NO,NO,NO,146,26,0,0,0,2,real,
2962,X,2026-07-02,USER_2962,Banda de venezolanos de mierda hay q darlos de baja ya !,Banda de venezolanos de mierda hay q darlos de baja ya !,banda de venezolanos de mierda hay q darlos de baja ya,Amenazas/Violencia,3,Incitación a la Violencia,Personas inmigrantes,NO,NO,NO,56,12,0,0,0,1,real,
1284,Facebook,2026-07-12,USER_1284,Sos un gran huevonaso Cipote.culey,Sos un gran huevonaso Cipote.culey,sos un gran huevonaso cipote culey,Lenguaje Ofensivo,1,Insulto Directo,,SÍ,NO,NO,34,5,0,0,0,1,real,
1734,X,2026-06-04,USER_1734,Eso no es en el salvador... PENDEJO IGNORANTE 🤣🤣🤣🤣🤣,Eso no es en el salvador... PENDEJO IGNORANTE :cara_revolviéndose_de_la_risa: :cara_revolviéndose_de_la_risa: :cara_revolviéndose_de_la_risa: :cara_revolviéndose_de_la_risa: :cara_revolviéndose_de_la_risa:,eso no es en el salvador pendejo ignorante,Lenguaje Ofensivo,1,Insulto Directo,Persona Individual,SÍ,NO,NO,51,9,5,0,0,2,real,
2954,X,2026-06-10,USER_2954,"Si, a todos los venezolanos de mierda como tú los quiero FUERA DE ESPAÑA. Capaz y voto por VOX el año que viene para que te den una patada y te devuelvan con Delcy.","Si, a todos los venezolanos de mierda como tú los quiero FUERA DE ESPAÑA. Capaz y voto por VOX el año que viene para que te den una patada y te devuelvan con Delcy.",si a todos los venezolanos de mierda como tu los quiero fuera de espana capaz y voto por vox el ano que viene para que te den una patada y te devuelvan con delcy,Discurso de Odio,2,Xenofobia,Personas inmigrantes,NO,NO,NO,164,34,0,0,0,3,real,
2130,Facebook,2026-05-29,USER_2130,"Cristian Hincapie ah el q dijo eso fue Cole , tremendo hablador ese tipo , pero lo importante es que argentina está en la final","Cristian Hincapie ah el q dijo eso fue Cole , tremendo hablador ese tipo , pero lo importante es que argentina está en la final",cristian hincapie ah el q dijo eso fue cole tremendo hablador ese tipo pero lo importante es que argentina esta en la final,No Tóxico,0,,Personas argentinas,SI,SI,NO,127,25,0,0,0,0,real,
2925,X,2026-07-08,USER_2925,"Ah pero a los venezolanos de mierda que no aportan nada, que solo son un lastre nunca le tiran un gasesito ni nada","Ah pero a los venezolanos de mierda que no aportan nada, que solo son un lastre nunca le tiran un gasesito ni nada",ah pero a los venezolanos de mierda que no aportan nada que solo son un lastre nunca le tiran un gasesito ni nada,Discurso de Odio,2,Xenofobia,Personas inmigrantes,NO,NO,NO,114,23,0,0,0,1,real,
2955,X,2026-06-13,USER_2955,"Cuántos venezolanos de mierda 'indignados' porque el tipo este tenía música a alto volumen... Cuando la cultura venezolana es precisamente ser un marginal, escandaloso y en la playa todos van a joder a rumbear. Cuerda de hipócritas.","Cuántos venezolanos de mierda 'indignados' porque el tipo este tenía música a alto volumen... Cuando la cultura venezolana es precisamente ser un marginal, escandaloso y en la playa todos van a joder a rumbear. Cuerda de hipócritas.",cuantos venezolanos de mierda indignados porque el tipo este tenia musica a alto volumen cuando la cultura venezolana es precisamente ser un marginal escandaloso y en la playa todos van a joder a rumbear cuerda de hipocritas,Discurso de Odio,2,Xenofobia,Personas inmigrantes,NO,NO,NO,232,37,0,0,0,3,real,
SYN-0748,Facebook,,SINTETICO,Lo van a mandar a dormir,Lo van a mandar a dormir,lo van a mandar a dormir,Amenazas/Violencia,3,Amenaza Directa,,NO,NO,NO,24,6,0,0,0,0,sintetico_amenaza_ofuscada,AM-OFU-0118
2681,X,2026-07-12,USER_2681,Jajajajajajajajajaja colombia no tiene si no negros de mierda,Jajajajajajajajajaja colombia no tiene si no negros de mierda,jajajajajajajajajaja colombia no tiene si no negros de mierda,Discurso de Odio,2,Racismo,Personas negras,NO,NO,NO,61,9,0,0,0,2,real,
SYN-1149,Facebook,,SINTETICO,El documental 😁 habla sobre la migración centroamericana,El documental :cara_radiante_con_ojos_sonrientes: habla sobre la migración centroamericana,el documental habla sobre la migracion centroamericana,No Tóxico,0,,,NO,NO,NO,56,8,1,0,0,0,sintetico_relleno_emoji,RELL-0269
43,X,2026-07-13,USER_043,"Celebra el mes de la a mistad, disfruta de los mejores destinos de El Salvador, tu eliges el lugar y nosotros ponemos los detalles. +503 718190477 http:// ecotourspetate.com #PlayasElSalvador #ElZonte #PuroSurf #toursprivados #CenasRomanticas","Celebra el mes de la a mistad, disfruta de los mejores destinos de El Salvador, tu eliges el lugar y nosotros ponemos los detalles. +503 718190477 http:// ecotourspetate.com #PlayasElSalvador #ElZonte #PuroSurf #toursprivados #CenasRomanticas",celebra el mes de la a mistad disfruta de los mejores destinos de el salvador tu eliges el lugar y nosotros ponemos los detalles http ecotourspetate com playaselsalvador elzonte purosurf toursprivados cenasromanticas,No Tóxico,0,,,NO,NO,NO,242,33,0,0,5,0,real,
2477,Facebook,2026-07-22,USER_2477,usted ni casa propia tiene. Ni vive enfrente... y en su mesón han de haber olores peores,usted ni casa propia tiene. Ni vive enfrente... y en su mesón han de haber olores peores,usted ni casa propia tiene ni vive enfrente y en su meson han de haber olores peores,Lenguaje Ofensivo,1,Insulto Directo,Personas en situación de pobreza,NO,NO,NO,88,17,0,0,0,0,real,
1331,Facebook,2026-06-25,USER_1331,Mejor k siga chupando en El garrobo Feliz jiiiiiiiiiiiiiiiiiiiii con el enano panzon k dice k baila,Mejor k siga chupando en El garrobo Feliz jiiiiiiiiiiiiiiiiiiiii con el enano panzon k dice k baila,mejor k siga chupando en el garrobo feliz jiiiiiiiiiiiiiiiiiiiii con el enano panzon k dice k baila,Lenguaje Ofensivo,1,Insulto Directo,Persona Individual,NO,NO,NO,99,17,0,0,0,1,real,
SYN-0529,Facebook,,SINTETICO,Ojalá se muera pronto ese maldito 🪦,Ojalá se muera pronto ese maldito :lápida:,ojala se muera pronto ese maldito,Amenazas/Violencia,3,Deseo de Daño,,NO,NO,NO,35,7,1,0,0,2,sintetico_emoji_amenaza,AM-EMO-0029
913,Facebook,2026-07-23,USER_913,Uno mas al cecot,Uno mas al cecot,uno mas al cecot,Amenazas/Violencia,3,Deseo de Daño,Detenido señalado,NO,NO,NO,16,4,0,0,0,0,real,
275,X,2026-07-14,USER_275,Que se pudran los malditos mareros mataron a familiares míos así que por mi ni estuvieran en el CECOT sino bajo tierra junto a los que los defienden así de sencillo,Que se pudran los malditos mareros mataron a familiares míos así que por mi ni estuvieran en el CECOT sino bajo tierra junto a los que los defienden así de sencillo,que se pudran los malditos mareros mataron a familiares mios asi que por mi ni estuvieran en el cecot sino bajo tierra junto a los que los defienden asi de sencillo,Amenazas/Violencia,3,Deseo de Daño,Pandilleros/Mareros,NO,NO,NO,164,31,0,0,0,2,real,
431,X,2026-07-14,USER_431,"Camaradas azules y verdes olivos: ""Marero visto, marero muerto"" Tienen luz verde.","Camaradas azules y verdes olivos: ""Marero visto, marero muerto"" Tienen luz verde.",camaradas azules y verdes olivos marero visto marero muerto tienen luz verde,Amenazas/Violencia,3,Incitación a la Violencia,Pandilleros/Mareros,NO,NO,SÍ,81,12,0,0,0,2,real,
949,Facebook,2026-07-24,USER_949,UNA PATADA EN EL LOCU.LES HUBIERAN DADO A CADA UNO PARA Q NO VUELVAN,UNA PATADA EN EL LOCU.LES HUBIERAN DADO A CADA UNO PARA Q NO VUELVAN,una patada en el locu les hubieran dado a cada uno para q no vuelvan,Amenazas/Violencia,3,Deseo de Daño,Grupo,NO,NO,NO,68,14,0,0,0,1,real,
3038,X,2026-06-21,USER_3038,"Sisi, mira los europeos y su superioridad moral!!! Tan superiores moralmente que les decían a los paraguayos indios de mierda porque hacerle frente a Francia. Comanse una pija y déjense de joder, no tienen superioridad moral. Son unos hipocritas.","Sisi, mira los europeos y su superioridad moral!!! Tan superiores moralmente que les decían a los paraguayos indios de mierda porque hacerle frente a Francia. Comanse una pija y déjense de joder, no tienen superioridad moral. Son unos hipocritas.",sisi mira los europeos y su superioridad moral tan superiores moralmente que les decian a los paraguayos indios de mierda porque hacerle frente a francia comanse una pija y dejense de joder no tienen superioridad moral son unos hipocritas,Lenguaje Ofensivo,1,Insulto Directo,Personas latinoamericanas,NO,NO,NO,246,39,0,0,0,5,real,
1402,Facebook,2026-06-25,USER_1402,Solo son caca estos y todos los q se dicen ser tiktikers,Solo son caca estos y todos los q se dicen ser tiktikers,solo son caca estos y todos los q se dicen ser tiktikers,Lenguaje Ofensivo,1,Insulto Directo,Persona Individual,SÍ,NO,NO,56,12,0,0,0,1,real,
133,X,2026-07-13,USER_133,Un llamado a @AgriculturaSV es importante seguir con la entrega del fungicida para prevenir enfermedades como la roya o antracosis en el arbol del café. Se hace el llamado para tomar las medidas necesarias para evitar una pérdida de la producción de café. #Roya #CafeSV,Un llamado a @usuario es importante seguir con la entrega del fungicida para prevenir enfermedades como la roya o antracosis en el arbol del café. Se hace el llamado para tomar las medidas necesarias para evitar una pérdida de la producción de café. #Roya #CafeSV,un llamado a usuario es importante seguir con la entrega del fungicida para prevenir enfermedades como la roya o antracosis en el arbol del cafe se hace el llamado para tomar las medidas necesarias para evitar una perdida de la produccion de cafe roya cafesv,No Tóxico,0,,,NO,NO,NO,269,45,0,1,2,1,real,
